id,usmle_category,correct_len,max_distractor_len,len_gap,correct_answer
369,17. Neurocognitive Disorders,38,20,18,Lewy bodies containing alpha-synuclein
524,22. Psychopharmacology,76,58,18,SSRI-induced inhibition of platelet serotonin reuptake impairing aggregation
572,22. Psychopharmacology,82,64,18,Magnesium's NMDA antagonism reduces neuropathic pain processing in the spinal cord
578,22. Psychopharmacology,111,93,18,Vitamin D receptors modulate serotonin and dopamine pathways and regulate inflammatory cytokines affecting mood
698,3. Schizophrenia Spectrum,83,65,18,Second-generation antipsychotics with dopamine D2 antagonism plus 5-HT2A antagonism
699,3. Schizophrenia Spectrum,79,61,18,"Switch to an antipsychotic with minimal metabolic effects, such as aripiprazole"
808,6. Anxiety Disorders,76,58,18,In vivo exposure therapy for 1–4 sessions with high efficacy rates of 60–80%
855,22. Psychopharmacology,94,76,18,"Citalopram at higher doses increases QTc interval, raising arrhythmia risk in elderly patients"
1043,17. Neurocognitive Disorders,80,62,18,Behavioral and personality changes preceding a frontotemporal dementia diagnosis
1233,22. Psychopharmacology,85,67,18,"The neutral fraction; most psychotropics are weak bases, largely protonated in plasma"
21,5. Depressive Disorders,53,36,17,4-6 weeks of consistent treatment before full benefit
67,13. Sleep-Wake Disorders,49,32,17,Cognitive-Behavioral Therapy for Insomnia (CBT-I)
72,13. Sleep-Wake Disorders,55,38,17,4-8 weeks of consistent treatment with ongoing practice
258,23. Psychotherapy and Non-Pharmacologic,87,70,17,Eliciting the patient's own motivations and concerns rather than imposing external ones
394,1. Assessment Fundamentals,34,17,17,Striatum via nigrostriatal pathway
555,13. Sleep-Wake Disorders,96,79,17,"Ramelteon, a melatonin agonist, has minimal residual daytime effects or morning-after impairment"
583,22. Psychopharmacology,77,60,17,"Target 30-50 ng/mL using 2,000-4,000 IU daily with reassessment in 8-12 weeks"
1024,22. Psychopharmacology,93,76,17,Aggressive upfront metabolic management with add-on agents rather than trading away clozapine
1027,1. Assessment Fundamentals,73,56,17,"MRI, for its superior soft-tissue contrast and lack of ionizing radiation"
1046,1. Assessment Fundamentals,22,5,17,"MRI, broadly conceived"
1057,3. Schizophrenia Spectrum,86,69,17,Normal dopamine synthesis with elevated ACC glutamate; does not respond to D2 blockade
396,1. Assessment Fundamentals,34,18,16,Muscarinic acetylcholine receptors
535,22. Psychopharmacology,94,78,16,Continue clozapine throughout perioperative period; the timing of CBC is unaffected by surgery
556,13. Sleep-Wake Disorders,84,68,16,Tolerance to the hypnotic effect combined with cognitive impairment from chronic use
559,13. Sleep-Wake Disorders,73,57,16,"Melatonin agonist or DORA, avoiding benzodiazepine-SSRI interaction risks"
607,22. Psychopharmacology,104,88,16,Both achieve therapeutic effects by increasing synaptic monoamine levels but through distinct mechanisms
610,22. Psychopharmacology,94,78,16,Shift from empirical discoveries to understanding receptor mechanisms to targeted pharmacology
638,22. Psychopharmacology,87,71,16,Progress represents synthesis of accidental breakthroughs with systematic understanding
826,16. Substance-Related Disorders,130,114,16,Further improvement with combined medication and intensified behavioral intervention addressing coping skills and thought patterns
1020,22. Psychopharmacology,87,71,16,"Practical — cost, insurance restrictions, supply, injection burden, and GI tolerability"
1085,"27. Forensic, Ethics, and Legal Issues",91,75,16,"Up to 12 weeks of unpaid, job-protected leave per year; the employer determines eligibility"
1196,23. Psychotherapy and Non-Pharmacologic,82,66,16,"A convergence, bringing psychiatry and psychology back into productive partnership"
1238,22. Psychopharmacology,77,61,16,"Low lipophilicity, small size, charged at physiologic pH, low protein binding"
206,3. Schizophrenia Spectrum,124,109,15,"These features represent the distinct constellation of motor, behavioral, and cognitive features characteristic of catatonia"
593,21. Other Conditions,64,49,15,Manufacturers → wholesalers/distributors → pharmacies → patients
764,8. Trauma- and Stressor-Related Disorders,74,59,15,Continue SSRI for minimum 12+ months post-remission to reduce relapse risk
830,16. Substance-Related Disorders,111,96,15,"Naloxone is metabolized more rapidly than the offending opioid, requiring redosing before opioid effects recede"
1028,17. Neurocognitive Disorders,44,29,15,Amyloid-related imaging abnormalities (ARIA)
1033,1. Assessment Fundamentals,68,53,15,"Their isotopes have longer half-lives (e.g., 99mTc ~6 h, 123I ~13 h)"
1184,21. Other Conditions,59,44,15,Medical treatment/healing — 'medical treatment of the mind'
1227,22. Psychopharmacology,75,60,15,cLogP is calculated from structure; measured logP is the reference standard
1242,22. Psychopharmacology,73,58,15,LAT1; a high-protein meal floods it with amino acids and can blunt L-DOPA
154,24. Psychiatric Emergencies,88,74,14,"Lithium, with robust antisuicidal effects and relative risk reduction approximately 0.24"
605,22. Psychopharmacology,95,81,14,Expansion of the clinician's therapeutic options while revealing limitations of prior therapies
613,22. Psychopharmacology,86,72,14,The mechanisms of both therapeutic and adverse effects have neurochemical explanations
817,16. Substance-Related Disorders,91,77,14,Withdrawal of GABAergic inhibition and loss of suppression of glutamatergic excitatory tone
871,22. Psychopharmacology,109,95,14,Fluoxetine is approved for both major depression and OCD at different dose ranges (OCD requires higher doses)
1206,5. Depressive Disorders,28,14,14,Loss of Interest (anhedonia)
92,16. Substance-Related Disorders,97,84,13,Its potency (50–100 times that of morphine) makes dosing unpredictable in illicit street supplies
102,17. Neurocognitive Disorders,73,60,13,Acute onset over hours to days with fluctuating course throughout the day
109,17. Neurocognitive Disorders,121,108,13,"The pathological process is identical regardless of onset age, although Alzheimer originally described presenile dementia"
111,17. Neurocognitive Disorders,103,90,13,They have greater efficacy against oligomeric and protofibrillary species compared to fibrillar plaques
409,26. Consultation-Liaison Psychiatry,49,36,13,Acute HIV syndrome (or acute retroviral syndrome)
522,22. Psychopharmacology,68,55,13,Excessive serotonergic activity in the nucleus paragigantocellularis
562,23. Psychotherapy and Non-Pharmacologic,106,93,13,"Dietary components modulate gut microbiota composition, which influences CNS serotonin and GABA production"
709,4. Bipolar and Related Disorders,74,61,13,At least one full manic episode lasting ≥1 week with functional impairment
768,8. Trauma- and Stressor-Related Disorders,97,84,13,Secondary victimization and continued threat exposure perpetuate PTSD symptoms and delay recovery
822,16. Substance-Related Disorders,115,102,13,Continue naltrexone 50 mg daily; evidence supports at least 12 months of pharmacotherapy for AUD relapse prevention
847,17. Neurocognitive Disorders,122,109,13,"Prednisone: corticosteroids cause mood disturbance and cognitive effects, including delirium, particularly at higher doses"
1007,22. Psychopharmacology,78,65,13,"Take it with at least 500 kcal for adequate absorption, and mind its QT signal"
1012,22. Psychopharmacology,99,86,13,"Select a metabolically favorable agent, use the lowest effective dose, and set patient expectations"
1053,3. Schizophrenia Spectrum,36,23,13,22q11.2 deletion (DiGeorge syndrome)
1065,22. Psychopharmacology,83,70,13,"Clozapine inhibits lamotrigine glucuronidation, reducing its clearance by about 50%"
1187,21. Other Conditions,85,72,13,"A doctrinal dispute within depth psychology, not a medicine-versus-academy separation"
1332,28. Terminology & Phenomenology (Glossary),25,12,13,Projective identification
29,6. Anxiety Disorders,29,17,12,Elevated mood and grandiosity
101,17. Neurocognitive Disorders,99,87,12,"It provided a practical, validated tool that revolutionized delirium detection in clinical practice"
457,"27. Forensic, Ethics, and Legal Issues",84,72,12,The 2017 rule change fundamentally altered Social Security disability law assessment
508,22. Psychopharmacology,64,52,12,"Blockade of the hERG potassium channel, impairing repolarization"
639,22. Psychopharmacology,87,75,12,Serendipitous clinical observations contributed fundamentally to modern pharmacotherapy
721,5. Depressive Disorders,82,70,12,"Add an augmentation agent (lithium, atypical antipsychotic, or T3 thyroid hormone)"
769,9. Dissociative Disorders,63,51,12,Dissociative Identity Disorder with internal voices from alters
897,22. Psychopharmacology,68,56,12,"Bupropion or mirtazapine, which have minimal sexual dysfunction risk"
1003,22. Psychopharmacology,77,65,12,It removes a satiety brake by blocking receptors on hypothalamic POMC neurons
1042,1. Assessment Fundamentals,85,73,12,Psychiatric disorders are distributed network disorders rather than focal pathologies
1068,22. Psychopharmacology,49,37,12,Trace amine-associated receptor 1 (TAAR1) agonism
1215,20. Medication-Induced Movement Disorders,60,48,12,Acute dystonia; treat with IM diphenhydramine or benztropine
91,16. Substance-Related Disorders,104,93,11,The settlement was insufficient relative to profits and came after massive suffering had already accrued
105,17. Neurocognitive Disorders,71,60,11,Extracellular amyloid plaques and intracellular neurofibrillary tangles
371,17. Neurocognitive Disorders,51,40,11,Dopaminergic medication effect on limbic structures
378,17. Neurocognitive Disorders,38,27,11,Chronic traumatic encephalopathy (CTE)
564,23. Psychotherapy and Non-Pharmacologic,72,61,11,Meditation induces neurogenesis in the dentate gyrus from BDNF signaling
704,3. Schizophrenia Spectrum,74,63,11,Female predominance with sensory impairments as common etiological factors
812,6. Anxiety Disorders,115,104,11,Continue current dose; the risk of relapse and maternal stress from untreated anxiety may outweigh medication risks
854,22. Psychopharmacology,68,57,11,Microhemorrhages or vasogenic edema detected on follow-up MRI (ARIA)
869,22. Psychopharmacology,90,79,11,No adjustment needed; sertraline undergoes hepatic metabolism with minimal renal excretion
1015,22. Psychopharmacology,70,59,11,"Metformin, which is cheap, broadly evidenced, and now guideline-backed"
1244,22. Psychopharmacology,67,56,11,Receptor-mediated transcytosis via transferrin or insulin receptors
1374,28. Terminology & Phenomenology (Glossary),19,8,11,Isolation of affect
1,3. Schizophrenia Spectrum,81,71,10,"Positive symptoms, negative symptoms, disorganization, cognition, and mood/affect"
19,5. Depressive Disorders,34,24,10,Depression with psychotic features
404,26. Consultation-Liaison Psychiatry,41,31,10,Cognitive behavioral therapy and exercise
419,26. Consultation-Liaison Psychiatry,57,47,10,Oxidative stress and cellular energy depletion in neurons
551,13. Sleep-Wake Disorders,83,73,10,"Melatonin agonists or DORAs, which have minimal addiction/cross-addiction potential"
553,13. Sleep-Wake Disorders,75,65,10,Antagonism of orexin (hypocretin) receptors reducing wake-promoting signals
561,23. Psychotherapy and Non-Pharmacologic,39,29,10,Regular aerobic exercise (150 min/week)
573,22. Psychopharmacology,87,77,10,"Magnesium has osmotic effects, increasing intraluminal water and promoting loose stools"
591,22. Psychopharmacology,45,35,10,Tirzepatide (dual GLP-1/GIP receptor agonist)
816,6. Anxiety Disorders,108,98,10,"Alcohol intoxication prevents encoding of exposure-based extinction memories, perpetuating anxiety avoidance"
849,17. Neurocognitive Disorders,104,94,10,"Adding benzodiazepine (lorazepam) to haloperidol, accepting the sedating effects as necessary for safety"
921,22. Psychopharmacology,86,76,10,"Thiazide diuretics reduce lithium clearance, increasing serum levels and toxicity risk"
1001,22. Psychopharmacology,56,46,10,Cardiovascular disease driven by metabolic dysregulation
1047,3. Schizophrenia Spectrum,42,32,10,Two trials from different chemical classes
1048,3. Schizophrenia Spectrum,87,77,10,At least 600 mg chlorpromazine equivalent daily for at least 6 weeks with 80% adherence
1231,22. Psychopharmacology,50,40,10,Rotatable bonds ≤10 and polar surface area ≤140 Å²
1253,1. Assessment Fundamentals,66,56,10,Claiming to know more about what is actually wrong inside the body
1333,28. Terminology & Phenomenology (Glossary),30,20,10,Gilles de la Tourette syndrome
1352,28. Terminology & Phenomenology (Glossary),23,13,10,"Apraxia, constructional"
211,22. Psychopharmacology,89,80,9,Clozapine typically requires 6-8 weeks or longer to demonstrate full antipsychotic effect
381,17. Neurocognitive Disorders,37,28,9,Post-traumatic stress disorder (PTSD)
546,13. Sleep-Wake Disorders,100,91,9,Morning sedation and impaired psychomotor function increase fall risk and injury in elderly patients
861,22. Psychopharmacology,96,87,9,Intensive BP control slows cognitive decline but increases orthostatic hypotension and fall risk
1071,"27. Forensic, Ethics, and Legal Issues",62,53,9,That a doctor's signature is what creates the legal protection
1274,28. Terminology & Phenomenology (Glossary),24,15,9,Hypnagogic hallucination
1363,28. Terminology & Phenomenology (Glossary),25,16,9,Anterior cingulate cortex
442,25. Special Populations,82,74,8,"The thalidomide tragedy of the 1960s, which caused 10,000 congenital malformations"
620,"27. Forensic, Ethics, and Legal Issues",81,73,8,Legislation defines boundaries and determines possibilities for clinical practice
657,1. Assessment Fundamentals,83,75,8,Every clinical decision rests on statistical reasoning whether explicit or implicit
708,3. Schizophrenia Spectrum,64,56,8,"Weight, waist circumference, BMI, glucose, lipids, and prolactin"
806,6. Anxiety Disorders,69,61,8,Initiate phenelzine 15 mg three times daily after appropriate washout
916,22. Psychopharmacology,60,52,8,Nephrogenic diabetes insipidus from chronic lithium exposure
1021,22. Psychopharmacology,45,37,8,Word-finding difficulty and slowed processing
1059,3. Schizophrenia Spectrum,87,79,8,Only 3–10% of eligible patients receive it versus an estimated 50–60% who would benefit
1088,"27. Forensic, Ethics, and Legal Issues",56,48,8,Genetic information about the employee or family members
1133,28. Terminology & Phenomenology (Glossary),19,11,8,Intellectualization
1246,22. Psychopharmacology,67,59,8,A chiral switch purifying the active S-enantiomer from the racemate
1286,28. Terminology & Phenomenology (Glossary),25,17,8,Looseness of associations
1315,28. Terminology & Phenomenology (Glossary),20,12,8,Inappropriate affect
1327,28. Terminology & Phenomenology (Glossary),28,20,8,Reactive attachment disorder
94,16. Substance-Related Disorders,83,76,7,Reduction of mortality by approximately 50% when combined with psychosocial support
363,17. Neurocognitive Disorders,45,38,7,TDP-43 (TAR DNA-binding protein 43) pathology
527,22. Psychopharmacology,99,92,7,SSRIs are excreted in minimal quantities and are generally considered compatible with breastfeeding
531,22. Psychopharmacology,94,87,7,Benign ethnic neutropenia affects 5-12% of African descent populations and is not drug-induced
539,20. Medication-Induced Movement Disorders,53,46,7,Kinetic tremor consistent with cerebellar dysfunction
642,1. Assessment Fundamentals,67,60,7,Seven distinct schools of thought from different historical periods
673,1. Assessment Fundamentals,81,74,7,Learning principles derived from cognitive science can optimize medical education
774,9. Dissociative Disorders,58,51,7,Dissociative fugue with identity loss and unplanned travel
837,16. Substance-Related Disorders,100,93,7,Administer naloxone immediately while simultaneously preparing supportive care and diagnostic workup
1056,3. Schizophrenia Spectrum,51,44,7,Elevated glutamate in the anterior cingulate cortex
1094,21. Other Conditions,48,41,7,The gap between what you earn and what you spend
1123,28. Terminology & Phenomenology (Glossary),23,16,7,Charles Bonnet syndrome
1141,28. Terminology & Phenomenology (Glossary),19,12,7,Isolation of affect
1185,21. Other Conditions,21,14,7,Johann Christian Reil
1198,21. Other Conditions,71,64,7,That psychiatry deals with the brain and psychology deals with the mind
5,3. Schizophrenia Spectrum,51,45,6,Executive dysfunction and working memory impairment
63,11. Feeding and Eating Disorders,27,21,6,Binge Eating Disorder (BED)
423,26. Consultation-Liaison Psychiatry,30,24,6,Frontal lobes and white matter
441,25. Special Populations,123,117,6,Lithium carries real but manageable risk; risk-benefit analysis must weigh untreated bipolar illness against fetal exposure
658,1. Assessment Fundamentals,75,69,6,Medical school emphasizes clinical application over statistical methodology
761,8. Trauma- and Stressor-Related Disorders,54,48,6,Prazosin (alpha-1 blockade) at doses 0.5–16 mg nightly
762,8. Trauma- and Stressor-Related Disorders,80,74,6,Begin stabilization and resource-building phase before trauma-focused processing
1014,22. Psychopharmacology,58,52,6,A maintenance phase following the active weight-loss phase
1017,22. Psychopharmacology,69,63,6,Counsel on long-term vitamin B12 depletion and monitor renal function
1117,28. Terminology & Phenomenology (Glossary),23,17,6,De Clérambault syndrome
1159,28. Terminology & Phenomenology (Glossary),31,25,6,Command auditory hallucinations
1191,21. Other Conditions,84,78,6,"Insulin coma (1933), Metrazol convulsive therapy (1934), lobotomy (1935), ECT (1938)"
1226,22. Psychopharmacology,36,30,6,Only the neutral (uncharged) species
1229,22. Psychopharmacology,60,54,6,"MW >500 Da, cLogP >5, H-bond donors >5, H-bond acceptors >10"
1287,28. Terminology & Phenomenology (Glossary),24,18,6,Mood-congruent psychosis
1370,28. Terminology & Phenomenology (Glossary),23,17,6,Formal thought disorder
1387,28. Terminology & Phenomenology (Glossary),23,17,6,Extrapyramidal symptoms
1396,28. Terminology & Phenomenology (Glossary),169,163,6,"Gold-standard suicide risk assessment tool with sections on ideation (frequency, intensity, control) and behavior (attempts, preparatory acts, non-suicidal self-injury)."
426,26. Consultation-Liaison Psychiatry,29,24,5,Uremia-induced encephalopathy
528,22. Psychopharmacology,94,89,5,SSRIs rarely cause hepatotoxicity; routine LFT monitoring is not indicated in healthy patients
549,13. Sleep-Wake Disorders,81,76,5,Sudden removal of GABA-A enhancement unmasks pre-existing glutamate hyperactivity
602,22. Psychopharmacology,77,72,5,Serendipitous discovery subsequently rationalized into mechanistic frameworks
906,22. Psychopharmacology,100,95,5,Antipsychotics carry minimal teratogenic risk; untreated psychosis poses greater maternal/fetal risk
1051,3. Schizophrenia Spectrum,42,37,5,Non-adherence to prescribed antipsychotics
1180,28. Terminology & Phenomenology (Glossary),22,17,5,Constructional apraxia
1281,28. Terminology & Phenomenology (Glossary),15,10,5,Inverse agonist
1364,28. Terminology & Phenomenology (Glossary),26,21,5,Tuberoinfundibular pathway
14,4. Bipolar and Related Disorders,34,30,4,Lithium or atypical antipsychotics
56,9. Dissociative Disorders,39,35,4,SSRIs for associated depression/anxiety
123,22. Psychopharmacology,53,49,4,Agranulocytosis with incidence of approximately 0.38%
133,22. Psychopharmacology,70,66,4,"Annually: lithium level, renal function (creatinine), thyroid function"
372,17. Neurocognitive Disorders,16,12,4,Freezing of gait
547,13. Sleep-Wake Disorders,49,45,4,"Benzodiazepines and Z-drugs (zolpidem, temazepam)"
548,13. Sleep-Wake Disorders,88,84,4,Tolerance develops with chronic benzodiazepine/Z-drug use due to receptor downregulation
606,22. Psychopharmacology,46,42,4,Monoamine catabolism and synaptic availability
814,6. Anxiety Disorders,107,103,4,"Efficacy would be reduced; propranolol peak effects occur 30 minutes post-dose, missing the critical window"
887,22. Psychopharmacology,73,69,4,Continue sertraline at the current dose; risk-benefit favors continuation
1148,28. Terminology & Phenomenology (Glossary),18,14,4,Tardive dyskinesia
1179,28. Terminology & Phenomenology (Glossary),17,13,4,Ideomotor apraxia
1241,22. Psychopharmacology,58,54,4,They are comparatively free of CYP-based drug interactions
1325,28. Terminology & Phenomenology (Glossary),23,19,4,Obstructive sleep apnea
1356,28. Terminology & Phenomenology (Glossary),17,13,4,Circumstantiality
1367,28. Terminology & Phenomenology (Glossary),27,23,4,REM sleep behavior disorder
1393,28. Terminology & Phenomenology (Glossary),22,18,4,Volume of distribution
13,4. Bipolar and Related Disorders,30,27,3,Rapid cycling bipolar disorder
44,8. Trauma- and Stressor-Related Disorders,32,29,3,SSRIs (sertraline or paroxetine)
100,17. Neurocognitive Disorders,82,79,3,Acute systemic illness and physiological stress are major precipitants of delirium
285,16. Substance-Related Disorders,95,92,3,Cognitive behavioral therapy and contingency management; no FDA-approved pharmacotherapy exists
380,17. Neurocognitive Disorders,17,14,3,Prefrontal cortex
425,26. Consultation-Liaison Psychiatry,22,19,3,Hepatic encephalopathy
433,22. Psychopharmacology,22,19,3,Vitamin B12 deficiency
557,13. Sleep-Wake Disorders,78,75,3,Incomplete sedation of higher cortical centers while motor areas remain active
566,23. Psychotherapy and Non-Pharmacologic,59,56,3,CBT demonstrates stronger evidence with larger effect sizes
604,22. Psychopharmacology,77,74,3,Targeting of NMDA receptor function rather than monoamine reuptake mechanisms
678,1. Assessment Fundamentals,65,62,3,Active engagement improves retention and application of knowledge
840,16. Substance-Related Disorders,110,107,3,Restart MOUD (buprenorphine or methadone) given his relapse risk from acute craving and environmental exposure
1009,22. Psychopharmacology,57,54,3,Gaining at least 5% of body weight within the first month
1121,28. Terminology & Phenomenology (Glossary),23,20,3,Wernicke encephalopathy
1126,28. Terminology & Phenomenology (Glossary),19,16,3,Munchausen syndrome
1134,28. Terminology & Phenomenology (Glossary),18,15,3,Reaction formation
1298,28. Terminology & Phenomenology (Glossary),19,16,3,Interrupted attempt
121,22. Psychopharmacology,12,10,2,Aripiprazole
379,17. Neurocognitive Disorders,62,60,2,Disruption of monoamine systems and neuroinflammation from TBI
398,1. Assessment Fundamentals,33,31,2,"Attention, alertness, and arousal"
582,22. Psychopharmacology,63,61,2,Vitamin D3 is more potent and preferred for treating deficiency
626,21. Other Conditions,81,79,2,It explains how current payment models shape patient access and clinical practice
634,22. Psychopharmacology,73,71,2,Serendipitous clinical observations followed by mechanistic investigation
1127,28. Terminology & Phenomenology (Glossary),18,16,2,Stockholm syndrome
1135,28. Terminology & Phenomenology (Glossary),12,10,2,Displacement
1176,28. Terminology & Phenomenology (Glossary),21,19,2,Executive dysfunction
1320,28. Terminology & Phenomenology (Glossary),31,29,2,Premenstrual dysphoric disorder
1323,28. Terminology & Phenomenology (Glossary),23,21,2,Lipinski's rule of five
1344,28. Terminology & Phenomenology (Glossary),25,23,2,Hypnopompic hallucination
1368,28. Terminology & Phenomenology (Glossary),11,9,2,P4 screener
1379,28. Terminology & Phenomenology (Glossary),9,7,2,Tolerance
83,16. Substance-Related Disorders,47,46,1,Jellinek's disease model published in the 1950s
107,17. Neurocognitive Disorders,87,86,1,"Aβ42 is more prone to self-assembly into oligomers, protofibrils, and insoluble plaques"
217,3. Schizophrenia Spectrum,50,49,1,First-break psychosis (first episode of psychosis)
365,17. Neurocognitive Disorders,31,30,1,Insula and orbitofrontal cortex
410,26. Consultation-Liaison Psychiatry,23,22,1,Cryptococcal meningitis
530,22. Psychopharmacology,70,69,1,Immediately discontinue carbamazepine and check CBC weekly for 4 weeks
1019,22. Psychopharmacology,48,47,1,People with schizophrenia treated with clozapine
1130,28. Terminology & Phenomenology (Glossary),21,20,1,Kleine-Levin syndrome
1153,28. Terminology & Phenomenology (Glossary),16,15,1,Intention tremor
1158,28. Terminology & Phenomenology (Glossary),10,9,1,Stereotypy
1160,28. Terminology & Phenomenology (Glossary),20,19,1,Persecutory delusion
1163,28. Terminology & Phenomenology (Glossary),21,20,1,Delusion of reference
1201,1. Assessment Fundamentals,31,30,1,Research Domain Criteria (RDoC)
1359,28. Terminology & Phenomenology (Glossary),16,15,1,"Tremor, postural"
1361,28. Terminology & Phenomenology (Glossary),20,19,1,Lesch-Nyhan syndrome
497,26. Consultation-Liaison Psychiatry,16,16,0,10-20% of adults
609,22. Psychopharmacology,95,95,0,Chlorpromazine; produced a peculiar state of emotional indifference despite clear consciousness
1064,3. Schizophrenia Spectrum,11,11,0,Lamotrigine
1115,28. Terminology & Phenomenology (Glossary),16,16,0,Capgras syndrome
1118,28. Terminology & Phenomenology (Glossary),16,16,0,Fregoli syndrome
1140,28. Terminology & Phenomenology (Glossary),18,18,0,Passive aggression
1151,28. Terminology & Phenomenology (Glossary),9,9,0,Athetosis
1166,28. Terminology & Phenomenology (Glossary),20,20,0,Delusion of grandeur
1199,21. Other Conditions,44,44,0,The early psychoanalytic moment (1900–1930s)
1330,28. Terminology & Phenomenology (Glossary),19,19,0,Erotomanic delusion
1336,28. Terminology & Phenomenology (Glossary),27,27,0,Alpha-2 adrenergic receptor
1397,28. Terminology & Phenomenology (Glossary),86,86,0,Child shows mixed response to caregiver: simultaneously seeking and resisting comfort;
